"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"720.000",8372,86,3,1,3,1,"condominio antilhas","rua afonso de freitas, 97 . paraiso",1975,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.574729,-46.642897,0
"820.000",10.123,81,2,1,2,2,"condominio royal ibirapuera park","rua joinville, 55 . paraiso",1988,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5789999,-46.6526857,0
"4.800.000",18.045,266,4,1,6,4,"condominio bill evans","rua evaristo de morais, 55 . paraiso",1996,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,"VILA MARIANA",-23.5763097,-46.6501492,0
"2.127.000",8862,240,3,1,4,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"960.000",6857,140,3,1,3,1,"condominio . sao joao","rua teixeira da silva, 251 . paraiso",1960,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5705139,-46.6472162,0
"1.365.000",8478,161,3,1,3,2,"condominio tamarana","rua maria figueiredo, 502 . paraiso",1978,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.572364,-46.6507,0
"1.699.000",13.069,130,2,1,4,1,"condominio ajaccio","rua afonso de freitas, 523 . paraiso",1973,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5765049,-46.6468825,0
"5.200.000",19.259,270,3,1,5,4,"condominio park one ibirapuera","rua said aiach, 277 . paraiso",2013,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.578549,-46.6476877,0
"1.100.000",9909,111,3,1,3,1,"condominio pieter brueghel","rua maria figueiredo, 249 . paraiso",1977,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.5706757,-46.6486718,0
"990.000",9428,105,2,1,3,1,"condominio sermide","rua teixeira da silva, 363 . paraiso",1974,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5714683,-46.6477099,0
"2.080.000",12.023,173,3,1,2,3,"condominio renata","rua afonso de freitas, 686 . paraiso",1988,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.576531,-46.6484729,0
"1.390.000",7722,180,3,1,4,1,"condominio amir","rua abilio soares, 122 . paraiso",1967,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5734197,-46.6429819,0
"780.000",7800,100,2,0,2,1,"condominio tapajos","rua maria figueiredo, 278 . paraiso",1976,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5706888,-46.6493931,0
"1.600.000",12.03,133,4,1,3,1,"condominio brigadeiro","avenida brigadeiro luis antonio, 2851 . paraiso",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5716265,-46.6527846,0
"1.100.000",18.644,59,2,1,2,2,"condominio live ibirapuera","rua osorio duque estrada, 10 . paraiso",2015,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5748505,-46.6552171,0
"511.000",11.355,45,1,0,1,1,"condominio royal ibirapuera park","rua joinville, 55 . paraiso",1988,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5789999,-46.6526857,0
"425.000",13.709,31,1,1,1,1,"condominio capital plaza - the flat","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6.000.000",19.48,308,5,1,6,5,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.800.000",8411,214,4,1,3,1,"condominio queen elizabeth","avenida paulista, 21 . paraiso",1961,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5712436,-46.6448738,0
"1.250.000",11.061,113,3,1,3,2,"condominio fabiana","rua sampaio viana, 167 . paraiso",1981,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5736,-46.6453203,0
"1.000.000",12.195,82,2,0,2,1,"condominio sao joao del rey","rua tutoia, 839 . paraiso",1973,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5783222,-46.6508794,0
"2.000.000",7782,257,3,1,3,2,"condominio jardim paraiso","rua sampaio viana, 203 . paraiso",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5736226,-46.6456715,0
"1.300.000",10.833,120,3,1,3,1,"condominio parque das rosas","rua carlos steinen, 304 . paraiso",1961,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5762772,-46.6482262,0
"760.000",7916,96,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.300.000",7428,175,3,1,3,1,"condominio dona milene","avenida bernardino de campos, 207 . paraiso",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.573065,-46.6424383,0
"2.300.000",15.333,150,3,1,4,3,"condominio royal ibirapuera classic","rua mario amaral, 279 . paraiso",2000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.5728029,-46.6488208,0
"1.715.000",8575,200,5,1,NA,2,"condominio guarapari","rua teixeira da silva, 246 . paraiso",1971,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5702347,-46.6475405,0
"1.700.000",8762,194,3,1,2,2,"condominio oiapoque","rua abilio soares, 356 . paraiso",1976,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5740683,-46.6453011,0
"1.880.000",11.325,166,3,1,3,3,"condominio recanto do parque","rua salto, 109 . paraiso",1986,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5755763,-46.6559032,0
"3.000.000",9345,321,4,1,6,4,"condominio maison kyoei paraiso","rua teixeira da silva, 407 . paraiso",1989,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.5717752,-46.6480449,0
"725.000",17.261,42,1,0,1,1,"condominio terrazza ibirapuera","rua manuel da nobrega, 753 . paraiso",1984,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5733895,-46.6527632,0
"1.650.000",11,150,2,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.280.000",11.636,110,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"800.000",8163,98,2,0,2,1,"condominio denver","rua abilio soares, 158 . paraiso",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5734927,-46.6433657,0
"3.600.000",12.162,296,4,1,5,3,"condominio charrua","rua leoncio de carvalho, 280 . paraiso",1977,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.5721475,-46.6474234,0
"1.350.000",8437,160,3,0,2,2,"condominio cacique","rua do paraiso, 68 . paraiso",1955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5726257,-46.6423376,0
"300.000",9375,32,1,1,1,1,"condominio grande piazza","rua leoncio de carvalho, 201 . paraiso",2004,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5719255,-46.6468104,0
"1.080.000",6967,155,3,1,3,1,"condominio marie","avenida brigadeiro luis antonio, 2759 . paraiso",1973,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5710805,-46.6520609,0
"1.300.000",9285,140,2,1,3,1,"condominio parque das rosas","rua carlos steinen, 304 . paraiso",1961,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5762772,-46.6482262,0
"6.500.000",20.967,310,3,1,6,5,"condominio acropolis","rua doutor rafael de barros, 500 . paraiso",2009,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5735626,-46.6492979,0
"869.000",11.743,74,2,0,2,1,"condominio apolo","rua mario amaral, 299 . paraiso",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5728411,-46.6486092,0
"1.915.219",7980,240,3,1,4,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"900.000",10.588,85,2,0,2,1,"condominio marie","avenida brigadeiro luis antonio, 2759 . paraiso",1973,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5710805,-46.6520609,0
"1.295.000",10.277,126,3,1,3,1,"condominio samuara","rua abilio soares, 121 . paraiso",1975,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5737951,-46.6428657,0
"1.010.000",7651,132,3,1,3,1,"condominio brigadeiro","avenida brigadeiro luis antonio, 2851 . paraiso",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5716265,-46.6527846,0
"2.000.000",10000,200,3,0,3,1,"condominio jose pedro","rua otavio nebias, 200 . paraiso",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5734795,-46.6503565,0
"1.666.000",21.636,77,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"960.600",8500,113,3,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.490.000",9254,161,4,1,3,1,"condominio junior","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.380.000",12.321,112,3,1,3,2,"condominio fabiana","rua sampaio viana, 167 . paraiso",1981,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5736,-46.6453203,0
"850.000",9883,86,2,0,2,1,"condominio maria luiza","rua cubatao, 38 . paraiso",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5725702,-46.6453841,0
"2.800.000",9333,300,3,1,2,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"850.000",5000,170,3,1,4,1,"condominio dona milene","avenida bernardino de campos, 207 . paraiso",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.573065,-46.6424383,0
"2.900.000",9666,300,4,1,4,3,"condominio port grimaud","rua coronel oscar porto, 328 . paraiso",1982,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5726043,-46.6480855,0
"990.000",5500,180,3,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"18.090.000",16.445,1100,6,1,6,6,"condominio saint hilaire","rua curitiba, 259 . paraiso",1998,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5814846,-46.6535273,0
"870.000",9130,92,3,0,2,1,"condominio clara carli","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"980.000",8909,110,3,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.020.000",8500,120,3,1,3,1,"condominio marisa","rua tutoia, 815 . paraiso",1972,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.578156,-46.6508085,0
"1.600.000",9876,162,2,1,5,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"850.000",14.912,57,1,1,1,1,"condominio brookfield home design ibirapuera","rua said aiach, 191 . paraiso",2014,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,"VILA MARIANA",-23.5781688,-46.6465701,0
"650.000",8552,76,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.600.000",11.926,218,4,1,5,3,"condominio bruna","rua alcino braga, 220 . paraiso",2003,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5757383,-46.6496963,0
"1.274.200",12.615,101,3,1,2,2,"condominio guarapari","rua teixeira da silva, 246 . paraiso",1971,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5702347,-46.6475405,0
"2.300.000",11.616,198,3,1,2,3,"condominio laura","rua abilio soares, 593 . paraiso",1984,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"VILA MARIANA",-23.575306,-46.6472907,0
"1.444.888",7224,200,2,1,4,1,"condominio panorama","rua afonso de freitas, 488 . paraiso",1977,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5757571,-46.6467165,0
"1.540.136",7440,207,3,1,4,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"900.000",10000,90,2,0,2,1,"condominio dona katina","rua abilio soares, 140 . paraiso",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5733935,-46.6431005,0
"2.250.000",11.194,201,4,1,6,3,"condominio casa de lancaster","rua carlos steinen, 335 . paraiso",1988,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.576307,-46.6477434,0
"1.700.000",6692,254,4,0,NA,1,"condominio cacique","rua do paraiso, 68 . paraiso",1955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5726257,-46.6423376,0
"740.000",8705,85,2,0,2,0,"condominio maria luiza","rua cubatao, 38 . paraiso",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5725702,-46.6453841,0
"4.500.000",13.513,333,4,1,6,5,"condominio mansao dos nobres - bloco i","rua doutor rafael de barros, 387 . paraiso",1976,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5735514,-46.6477737,0
"375.000",8750,40,1,0,2,0,"condominio vera","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.050.000",7500,140,3,1,4,1,"condominio maria luiza","rua tomas carvalhal, 297 . paraiso",1965,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5763501,-46.6440931,0
"785.000",11.376,69,2,0,2,1,"condominio rio palace","rua maria figueiredo, 230 . paraiso",1983,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5703589,-46.6490934,0
"950.000",9895,96,2,1,3,1,"condominio oscar porto","rua coronel oscar porto, 1102 . paraiso",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5787547,-46.6450025,0
"1.100.000",10000,110,2,0,3,1,"condominio jose pedro","rua otavio nebias, 200 . paraiso",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5734795,-46.6503565,0
"1.100.000",9243,119,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"956.236",9858,97,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",8163,147,3,1,3,1,"condominio maria luiza","rua tomas carvalhal, 297 . paraiso",1965,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5763501,-46.6440931,0
"4.500.000",13.513,333,4,1,6,5,"condominio mansao dos nobres - bloco i","rua doutor rafael de barros, 387 . paraiso",1976,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5735514,-46.6477737,0
"1.060.000",7412,143,3,1,3,1,"condominio modular lambda - bloco i","rua tomas carvalhal, 310 . paraiso",1974,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.576169,-46.644246,0
"2.300.000",10.952,210,4,1,5,4,"condominio outeiro do parque","rua otavio nebias, 98 . paraiso",1987,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5727957,-46.6511874,0
"1.700.000",9883,172,3,1,4,1,"condominio petronius","rua leoncio de carvalho, 254 . paraiso",1971,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5719715,-46.6474293,0
"1.265.000",8605,147,3,0,3,0,"condominio brescia","rua afonso de freitas, 550 . paraiso",1972,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5760657,-46.6470714,0
"1.850.000",10000,185,3,1,2,2,"condominio abilio soares","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.500.000",19.083,131,2,1,4,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"530.000",11.041,48,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.133.017",7081,160,3,0,3,1,"condominio dona milene","avenida bernardino de campos, 207 . paraiso",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.573065,-46.6424383,0
"595.000",9916,60,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.600.000",8602,186,3,1,3,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4.784.000",21.168,226,4,1,6,4,"condominio izabel","rua doutor rafael de barros, 336 . paraiso",2006,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.5729715,-46.6478005,0
"1.400.000",15.555,90,2,1,2,1,"condominio alcino braga","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.580.000",8186,193,3,1,3,1,"condominio panorama","rua afonso de freitas, 488 . paraiso",1977,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5757571,-46.6467165,0
"800.000",10000,80,2,0,1,0,"condominio santa rita","rua abilio soares, 675 . paraiso",1974,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5756943,-46.6479206,0
"3.700.000",13.503,274,3,1,5,4,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3.300.000",9620,343,4,1,2,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",12.5,60,2,1,2,2,"condominio paradise garden","rua sampaio viana, 425 . paraiso",2000,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5743243,-46.6478063,0
"920.000",6715,137,2,0,2,0,"condominio viena","rua manuel da nobrega, 1088 . paraiso",1958,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5753682,-46.6553848,0
"855.600",10.065,85,2,0,2,1,"condominio maria luiza","rua cubatao, 38 . paraiso",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5725702,-46.6453841,0
"862.000",11.972,72,2,0,2,1,"condominio andreana & sao jose","rua manuel da nobrega, 486 . paraiso",1973,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5712377,-46.6516205,0
"720.000",23.225,31,1,1,1,2,"condominio grande piazza","rua leoncio de carvalho, 201 . paraiso",2004,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5719255,-46.6468104,0
"1.200.000",10.344,116,2,0,1,1,"condominio viena","rua manuel da nobrega, 1088 . paraiso",1958,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5753682,-46.6553848,0
"800.000",19.047,42,1,1,2,1,"condominio ibirapuera loft","rua manuel da nobrega, 646 . paraiso",2003,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.572405,-46.6526409,0
"950.000",9134,104,3,1,3,2,"condominio santa maria","rua afonso de freitas, 504 . paraiso",1985,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5759098,-46.6469427,0
"890.000",8240,108,3,0,3,0,"condominio tumiaru","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.800.000",8780,205,4,1,4,2,"condominio tatiane","rua doutor rafael de barros, 285 . paraiso",1971,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5730711,-46.6468691,0
"1.060.000",8281,128,3,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",10.344,116,3,1,3,2,"condominio fabiana","rua sampaio viana, 167 . paraiso",1981,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5736,-46.6453203,0
"5.500.000",25.581,215,3,1,5,4,"condominio vistta iberapuera","rua maria figueiredo, 633 . paraiso",2008,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5734969,-46.6511113,0
"890.000",14.833,60,2,1,2,2,"condominio paradise garden","rua sampaio viana, 425 . paraiso",2000,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5743243,-46.6478063,0
"850.000",10.365,82,3,0,2,1,"condominio condor","rua manuel da nobrega, 262 . paraiso",1973,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5697263,-46.6500736,0
"915.000",10.639,86,3,1,2,1,"condominio antilhas","rua afonso de freitas, 97 . paraiso",1975,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.574729,-46.642897,0
"1.100.000",10.476,105,3,1,2,2,"condominio xanxere xaxim","rua abilio soares, 666 . paraiso",1971,3,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5752097,-46.6479216,0
"3.200.000",19.875,161,3,1,4,3,"condominio l' autentique paraiso","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.190.000",10.895,201,3,1,5,3,"condominio casa de lancaster","rua carlos steinen, 335 . paraiso",1988,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.576307,-46.6477434,0
"2.230.000",13.273,168,3,1,2,2,"condominio mont rochele","rua sampaio viana, 323 . paraiso",1990,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.57396,-46.6468802,0
"1.170.000",9590,122,3,1,3,1,"condominio residence","avenida brigadeiro luis antonio, 2819 . paraiso",1970,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5715192,-46.6524614,0
"1.220.000",11.619,105,2,1,2,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"958.000",11.975,80,2,1,2,3,"condominio paradise garden","rua sampaio viana, 425 . paraiso",2000,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5743243,-46.6478063,0
"1.109.142",7756,143,3,1,3,1,"condominio modular lambda - bloco i","rua tomas carvalhal, 310 . paraiso",1974,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.576169,-46.644246,0
"2.250.000",10.227,220,3,1,4,4,"condominio mansao monet & degas","rua manuel da nobrega, 572 . paraiso",1974,2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5719338,-46.6518082,0
"745.000",9312,80,2,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.756.000",10.975,160,4,1,5,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.400.000",10.37,135,3,1,4,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"550.000",9166,60,1,0,1,2,"condominio grande piazza","rua leoncio de carvalho, 201 . paraiso",2004,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5719255,-46.6468104,0
"905.000",15.083,60,2,1,2,2,"condominio paradise garden","rua sampaio viana, 425 . paraiso",2000,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5743243,-46.6478063,0
"1.560.000",10.129,154,3,1,4,2,"condominio tamarana","rua maria figueiredo, 502 . paraiso",1978,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.572364,-46.6507,0
"920.000",13.142,70,2,1,2,1,"condominio ibirapuera park","rua manuel da nobrega, 964 . paraiso",1983,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5746772,-46.6545866,0
"410.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.710.000",8769,195,3,1,2,2,"condominio oiapoque","rua abilio soares, 356 . paraiso",1976,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5740683,-46.6453011,0
"2.450.000",12.25,200,3,1,4,4,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.350.000",12.272,110,2,0,2,1,"condominio jose pedro","rua otavio nebias, 200 . paraiso",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5734795,-46.6503565,0
